player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Zach Abbott,Nott'm Forest,DEF,3.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6090,11395,226,448,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,453,171,433,167,401,159,455,170,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,732,234,401,151,459,171,364,129,0.0,0.0
Boubacar B.Traore,Wolves,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,152,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined FC Metz on loan for the rest of the season.,702,305,700,305,692,301,705,306,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,273,168,681,293,705,306,741,328,0.0,0.0
Omar O.Richards,Nott'm Forest,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,345,3684,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Rio Ave on loan for the rest of the season.,607,228,599,228,578,226,610,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,407,80,573,220,614,229,645,220,0.0,0.0
Enock Boateng,Burnley,MID,4.8,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1283,4197,37,108,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,675,285,669,285,651,277,678,286,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,382,240,646,269,677,285,590,229,0.0,0.0
Eric Da Silva Moreira,Nott'm Forest,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1896,14501,0,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Rio Ave on loan for the rest of the season.,643,265,636,265,616,256,646,266,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,463,276,609,246,649,269,521,185,0.0,0.0
Tommy Setford,Arsenal,GKP,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14636,13456,364,765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,522,71,507,57,475,45,525,71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,683,77,475,65,529,71,348,53,0.0,0.0
Jakub Kiwior,Arsenal,DEF,5.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1119,10209,0,88,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Porto on loan for the rest of the season.,721,245,720,245,717,244,723,245,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,183,23,707,242,723,245,558,203,0.0,0.0
Manuel Benson,Burnley,MID,5.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1070,2781,0,58,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Swansea City on loan for the rest of the season.,717,313,716,314,713,313,719,314,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,167,104,701,305,719,314,663,279,0.0,0.0
David David Carmo,Nott'm Forest,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,427,3940,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Real Oviedo on loan for the rest of the season.,616,231,608,231,588,229,619,231,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,426,92,582,222,622,231,639,217,0.0,0.0
Gonçalo Manuel Guedes,Wolves,MID,5.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,755,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Real Sociedad permanently.,726,319,726,320,724,319,728,320,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,142,89,716,313,728,320,729,321,0.0,0.0
Michael Obafemi,Burnley,FWD,4.4,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4151,34676,0,743,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined VfL Bochum  on loan for the rest of the season.,555,51,544,51,516,50,558,53,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,514,68,513,46,560,53,386,57,0.0,0.0
Milan Aleksić,Sunderland,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,295,3063,0,28,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Cracovia on loan for the rest of the season.,695,299,690,299,679,294,698,300,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,354,222,671,285,697,299,664,280,0.0,0.0
Maldini Kacurri,Arsenal,DEF,3.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10218,17360,0,629,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Morecambe on loan for the rest of the season.,459,176,439,172,407,164,461,175,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,739,240,407,156,465,176,407,152,0.0,0.0
Josh Nichols,Arsenal,DEF,3.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12710,14705,188,798,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,444,163,424,159,392,151,446,162,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,722,225,391,142,450,163,359,128,0.0,0.0
Romaine Mundle,Sunderland,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,149,709,6,4,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Hamstring injury - Expected back 22 Nov,690,296,685,296,673,290,693,297,3.0,,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,333,207,665,281,692,296,726,319,0.0,0.0
Karl Hein,Arsenal,GKP,4.0,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5545,36058,0,998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Werder Bremen on loan for the rest of the season.,501,60,486,46,453,34,504,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,655,66,452,54,508,60,306,43,0.0,0.0
Ian Poveda,Sunderland,MID,4.8,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,352,1733,23,38,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,671,284,664,283,646,275,674,285,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,366,229,639,265,673,284,647,269,0.0,0.0
Shurandy Sambo,Burnley,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,202,8320,0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Sparta Rotterdam on loan for the rest of the season.,495,190,479,188,446,179,497,189,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,648,173,445,172,501,190,565,206,0.0,0.0
Tawanda Chirewa,Wolves,MID,4.4,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18896,25994,250,920,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,569,212,559,212,534,202,572,213,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,545,307,531,191,576,216,320,109,0.0,0.0
Joe Anderson,Sunderland,DEF,3.9,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27539,33564,736,1561,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,432,153,412,149,380,141,434,152,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,710,215,379,132,438,153,251,94,0.0,0.0
Niall Huggins,Sunderland,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1038,13350,0,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Wycombe Wanderers on loan for the rest of the season.,510,195,495,194,462,185,513,195,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,668,183,462,179,517,196,478,178,0.0,0.0
Anthony Patterson,Sunderland,GKP,4.3,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5943,22993,166,572,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,544,77,530,64,499,52,547,77,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,595,36,496,71,549,77,363,56,0.0,0.0
Oluwaseun Adewumi,Burnley,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2463,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Cercle Brugge on loan for the rest of the season.,648,268,641,268,621,259,651,269,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,468,279,614,249,654,272,699,302,0.0,0.0
Aaron A.Ramsey,Burnley,MID,4.4,0,0,0.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,62789,808774,0,11734,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Leicester City on loan for the rest of the season.,561,205,550,205,524,195,564,206,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,528,298,522,184,568,209,114,40,0.0,0.0
Luca Koleosho,Burnley,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,68,2853,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Espanyol on loan for the rest of the season.,704,306,702,306,694,302,707,307,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,275,169,683,294,707,307,685,293,0.0,0.0
Angus Gunn,Nott'm Forest,GKP,4.0,0,0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25434,52675,263,1901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,474,43,457,29,425,17,476,43,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,623,49,423,37,480,43,150,19,0.0,0.0
Jordan Jordan,Burnley,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,912,12405,11,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Hamstring injury - Unknown return date,490,188,474,186,441,177,492,187,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,640,168,439,169,496,188,504,186,0.0,0.0
Fábio Fábio Silva,Wolves,FWD,4.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7178,50783,0,665,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Borussia Dortmund permanently.,689,70,684,70,671,70,692,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,331,56,664,66,691,72,353,55,0.0,0.0
John Victor John,Nott'm Forest,GKP,4.0,0,0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36453,12932,305,876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,485,50,469,36,436,24,487,50,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,635,56,434,44,491,50,280,39,0.0,0.0
Leon Chiwome,Wolves,FWD,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2542,4626,90,111,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knee injury - Unknown return date,590,59,581,59,557,58,593,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,573,77,553,54,597,61,623,76,0.0,0.0
Luis Eduardo Cuiabano,Nott'm Forest,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25,35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Botafogo on loan for the rest of the season.,641,233,634,233,614,231,644,233,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,461,101,607,224,647,233,744,246,0.0,0.0
Joe Hodge,Wolves,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4694,0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Signed by CD Tondela,611,237,603,237,582,227,614,238,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,415,246,576,217,617,241,607,242,0.0,0.0
Jaydon Banel,Burnley,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3766,3865,189,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,636,260,629,260,609,251,639,261,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,454,271,602,241,642,264,584,223,0.0,0.0
Lewis O'Brien,Nott'm Forest,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,109,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Wrexham permanently.,699,302,696,302,687,297,702,303,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,265,164,677,289,701,302,742,329,0.0,0.0
Leo Fuhr Hjelde,Sunderland,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,270,400,16,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Achilles injury - Expected back 03 Nov,504,193,489,192,456,183,507,193,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,660,179,455,176,511,194,724,243,0.0,0.0
Enso Gonzalez,Wolves,MID,4.4,0,0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,116777,130259,1670,5537,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,593,227,584,227,560,217,596,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,576,323,556,206,600,231,149,51,0.0,0.0
Simon Moore,Sunderland,GKP,4.0,0,0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7605,18842,171,696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,467,37,450,23,418,11,469,37,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,616,43,416,31,473,37,266,37,0.0,0.0
Blondy Nna Noukeu,Sunderland,GKP,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2037,5619,87,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,508,66,493,52,460,40,511,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,666,72,460,60,515,66,430,66,0.0,0.0
Nicolás Dominguez,Nott'm Forest,MID,5.0,0,0,0.0,0.0,0,0,45,0,1,0,0,0,0,1,0,0,2.4,3.3,0.0,0.6,0.0,0,0.0,0.0,495,376,43,67,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.44,1,2,1,0,3,6.0,,411,194,360,186,688,298,412,195,,,,,,,0.0,0.0,0.02,0.02,0.88,2.0,267,165,678,290,702,303,700,303,2.0,0.0
Tom Edozie,Wolves,MID,4.4,0,0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29204,33836,299,1305,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,594,228,585,228,561,218,597,229,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,577,324,557,207,601,232,274,94,0.0,0.0
Darko Churlinov,Burnley,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,160,1868,0,20,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Kocaelispor  permanently.,684,291,679,291,666,285,687,292,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,323,201,658,276,686,291,676,288,0.0,0.0
Nathan Fraser,Wolves,FWD,4.4,0,0,0.0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,151127,213883,2057,9698,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,578,55,569,55,544,54,581,57,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,558,72,541,50,585,57,130,20,0.0,0.0
Aji Alese,Sunderland,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,258,415,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Shoulder injury - Expected back 03 Nov,484,186,468,184,435,175,486,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,634,166,433,167,490,186,727,244,0.0,0.0
Marko Stamenic,Nott'm Forest,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,245,5143,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Swansea City permanently.,626,250,619,250,599,241,629,251,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,440,260,592,231,632,254,648,270,0.0,0.0
Mike Trésor,Burnley,MID,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6509,7204,247,389,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,559,204,548,204,521,194,562,205,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,525,297,519,183,566,208,502,175,0.0,0.0
Dennis Cirkin,Sunderland,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,274,1878,9,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Wrist Injury - Expected back 03 Nov,496,191,481,190,448,181,499,191,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,650,175,447,174,503,192,682,233,0.0,0.0
Lucas Lucas Pires,Burnley,DEF,3.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9045,11438,73,518,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,454,172,434,168,402,160,456,171,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,733,235,402,152,460,172,376,137,0.0,0.0
Hannes Delcroix,Burnley,DEF,3.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9948,19276,167,750,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,433,154,413,150,381,142,435,153,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,711,216,380,133,439,154,330,118,0.0,0.0
Abdoullah Ba,Sunderland,MID,4.4,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12721,21960,232,730,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,565,209,555,209,529,199,568,210,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,535,302,527,188,572,213,365,125,0.0,0.0
Norberto Neto,Bournemouth,GKP,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,14301,0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Botafogo permanently.,602,82,593,73,569,63,605,82,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,390,21,566,80,609,82,506,77,0.0,0.0
Krisztián Hegyi,West Ham,GKP,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2784,8582,64,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,506,64,491,50,458,38,509,64,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,664,70,458,58,513,64,343,52,0.0,0.0
Wes Foderingham,West Ham,GKP,4.0,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3874,30477,0,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Aris Limassol permanently.,470,40,453,26,421,14,472,40,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,619,46,419,34,476,40,293,41,0.0,0.0
Jun'ai Byfield,Spurs,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,66,7,66,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,537,214,522,213,490,205,540,214,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,698,205,490,199,543,214,737,245,0.0,0.0
Enzo Barrenechea,Aston Villa,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,30,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Season-long loan to Benfica,705,307,703,307,695,303,708,308,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,276,170,684,295,708,308,745,331,0.0,0.0
Lewis Dobbin,Aston Villa,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,889,5027,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Preston North End on loan for the rest of the season.,700,303,697,303,689,299,703,304,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,270,166,679,291,703,304,629,258,0.0,0.0
Dane Scarlett,Spurs,FWD,4.4,0,0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34307,67848,817,2405,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,566,53,556,53,531,52,569,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,541,70,528,48,573,55,216,35,0.0,0.0
Will Lankshear,Spurs,FWD,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4631,0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Oxford United on loan for the rest of the season.,637,63,630,63,610,62,640,65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,456,60,603,58,643,65,632,78,0.0,0.0
Ben Broggio,Aston Villa,MID,4.5,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26007,28357,1025,1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,651,269,644,269,624,260,654,270,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,472,281,617,250,657,273,292,102,0.0,0.0
Callum Olusesi,Spurs,MID,4.4,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12920,17206,247,627,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,571,213,561,213,536,203,574,214,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,548,308,533,192,578,217,357,123,0.0,0.0
